"access_code","access_days_time","date_last_confirmed","fuel_type_code","id","open_date","restricted_access","station_name","facility_type","latitude","longitude","city","state","street_address","zip","county"
"public","Mon 5:00am - 10:59pm; Tue 5:00am - 10:59pm; Wed 5:00am - 10:59pm; Thu 5:00am - 10:59pm; Fri 5:00am - 10:59pm; Sat 5:00am - 10:59pm; Sun 5:00am - 10:59pm","2023-05-06","ELEC",229360,"2022-08-10",FALSE,"Marlow Heights Shopping Center",NA,38.8325125,-76.9439795,"Marlow Heights","MD","4119 Branch Avenue","20748","Prince George's County"
"public","Mon 5:00am - 10:59pm; Tue 5:00am - 10:59pm; Wed 5:00am - 10:59pm; Thu 5:00am - 10:59pm; Fri 5:00am - 10:59pm; Sat 5:00am - 10:59pm; Sun 5:00am - 10:59pm","2023-05-06","ELEC",229366,"2022-06-30",FALSE,"Putty Hill Plaza",NA,39.374033441,-76.511104407,"Baltimore","MD","7920 Belair Road","21236","Baltimore County"
"public","24 hours daily","2023-05-05","ELEC",229524,"2019-05-16",NA,"Courtyard Marriott - Silver Spring North",NA,39.061086,-76.96003,"Silver Spring","MD","12521 Prosperity Dr","20904","Montgomery County"
"public","Contact station for hours of availability","2022-11-10","ELEC",229730,"2022-09-15",FALSE,"Lerner R-3 Building","OTHER",39.19986,-77.27299,"Germantown","MD","13110 Winged Foot Ln","20874","Montgomery County"
"public","Contact station for hours of availability","2022-11-10","ELEC",229731,"2022-09-15",FALSE,"Lerner R-2 Building","OTHER",39.20083,-77.27316,"Germantown","MD","13215 Oakland Hills Blvd","20874","Montgomery County"
"public","Contact station for hours of availability","2022-11-10","ELEC",229732,"2022-09-15",FALSE,"Lerner M-2 Building","OTHER",39.20188,-77.27168,"Germantown","MD","13221 Oakland Hills Blvd","20874","Montgomery County"
"public","Contact station for hours of availability","2022-11-10","ELEC",229733,"2022-09-15",FALSE,"Lerner V-3 Building","PARKING_LOT",39.19978,-77.2736,"Germantown","MD","304 Baltusrol Dr","20874","Montgomery County"
"public","Contact station for hours of availability","2022-11-10","ELEC",229734,"2022-09-15",FALSE,"Barlow Building","PARKING_LOT",38.9628,-77.08758,"Chevy Chase","MD","5454 Wisconsin Pl","20815","Montgomery County"
"public","Contact station for hours of availability","2022-11-10","ELEC",229735,"2022-09-15",FALSE,"4500 East West","PARKING_LOT",38.98476,-77.0912,"Bethesda","MD","4500 E W Hwy","20814","Montgomery County"
"public","Contact station for hours of availability.","2022-10-11","ELEC",230419,"2022-09-15",FALSE,"The Wilson & The Elm Apex Garage","PARKING_GARAGE",38.981944,-77.092133,"Bethesda","MD","4710 Elm St","20814","Montgomery County"
"public","24 hours daily","2023-05-06","ELEC",230760,"2022-09-30",NA,"BGE - BCPL Perry Hall",NA,39.415425,-76.45069,"Perry Hall","MD","9685 Honeygo Blvd.","21128","Baltimore County"
"public",NA,"2023-05-06","ELEC",230872,"2022-09-30",NA,"7830 Elkridge",NA,39.18091,-76.77549,"Elkridge","MD","7830 Mistletoe Dr.","21075","Howard County"
"public",NA,"2023-05-06","ELEC",230933,"2022-09-30",NA,"Liberty Mill - Building 1",NA,39.175827,-77.274188,"Germantown","MD","19520 Waters Road","20874","Montgomery County"
"public",NA,"2023-05-06","ELEC",230934,"2022-09-30",NA,"Liberty Mill - Building 3",NA,39.177701,-77.273425,"Germantown","MD","19620 Waters Road","20874","Montgomery County"
"public",NA,"2023-05-06","ELEC",230962,"2022-09-30",NA,"Midtown Camp Springs A",NA,38.830319,-76.909891,"Camp Springs","MD","4300 W Village Ave","20746","Prince George's County"
"public","24 hours daily","2023-05-06","ELEC",232950,"2022-10-06",NA,"MCDOT-PARKING GARAGE 13-5",NA,39.038906,-77.052239,"Silver Spring","MD","11219 Grandview Ave","20902","Montgomery County"
"public","24 hours daily","2023-05-06","ELEC",232951,"2022-10-06",NA,"MCDOT-PARKING GARAGE 13-4",NA,39.038868,-77.05224,"Silver Spring","MD","11219 Grandview Ave","20902","Montgomery County"
"public",NA,"2023-05-05","ELEC",233108,"2022-05-27",NA,"Rutland Garage",NA,39.299287,-76.592164,"Baltimore","MD","1805 East Madison Street","21205","Baltimore City"
"public","24 hours daily","2023-05-06","ELEC",233142,"2022-10-08",NA,"AP RESIDENCES CHARGER#1",NA,39.151655,-76.74389,"Hanover","MD","7791 Arundel Mills Blvd","21076","Anne Arundel County"
"public","24 hours daily","2023-05-06","ELEC",233144,"2022-10-08",NA,"PATUXENT PLACE PATUXENT PLACE",NA,39.108101,-76.852231,"Laurel","MD","699 Main St","20707","Prince George's County"
"public","24 hours daily","2023-05-06","ELEC",233145,"2022-10-08",NA,"MGSH EV STATION STN-4",NA,39.359351,-76.588668,"Baltimore","MD","5601 Loch Raven Blvd","21239","Baltimore City"
"public","24 hours daily","2023-05-06","ELEC",233146,"2022-10-08",NA,"MGSH EV STATION STN-3",NA,39.359318,-76.588684,"Baltimore","MD","5626 Loch Raven Blvd","21218","Baltimore City"
"public","24 hours daily","2023-05-06","ELEC",233147,"2022-10-08",NA,"MGSH EV STATION STN-2",NA,39.35933,-76.588639,"Baltimore","MD","5601 Loch Raven Blvd","21239","Baltimore City"
"public","24 hours daily","2023-05-06","ELEC",233156,"2022-10-08",NA,"MGSH EV STATION STN-1",NA,39.359348,-76.588698,"Baltimore","MD","5601 Loch Raven Blvd","21239","Baltimore City"
"public","24 hours daily","2023-05-06","ELEC",233171,"2022-10-08",NA,"BGE-Saw Mill Creek Park",NA,39.166811,-76.638747,"Glen Burnie","MD","7405 Charley Eckman Ln","21061","Anne Arundel County"
"public",NA,"2023-05-06","ELEC",233277,"2022-09-23",NA,"Burtonsville Office Park",NA,39.112093,-76.93005,"Burtonsville","MD","3915 National Drive","20866","Montgomery County"
"public","24 hours daily","2023-05-06","ELEC",234236,"2022-10-14",NA,"BGE - Reisterstown Library",NA,39.463779,-76.831057,"Reisterstown","MD","21 Cockeys Mill Road","21136","Baltimore County"
"public",NA,"2023-05-05","ELEC",234462,"2022-04-12",NA,"1001 Fleet Street",NA,39.284018,-76.599479,"Baltimore","MD","1001 Fleet Street","21202","Baltimore City"
"public","24 hours daily","2023-05-06","ELEC",234485,"2022-10-15",NA,"GPIII STATION ONE",NA,39.027178,-77.106536,"North Bethesda","MD","10401 Grosvenor Pl","20852","Montgomery County"
"public","24 hours daily","2023-05-06","ELEC",234974,"2022-10-22",NA,"CENTRAL GARAGE BX NORTH 2",NA,38.983898,-77.091245,"Bethesda","MD","4550 Montgomery Ave Enter from Montgomery Ave","20814","Montgomery County"
"public","24 hours daily","2023-05-06","ELEC",235034,"2022-10-24",NA,"CENTRAL GARAGE BX NORTH 1",NA,38.983837,-77.091227,"Bethesda","MD","4550 Montgomery Ave Enter from Montgomery Ave","20814","Montgomery County"
"public","24 hours daily","2023-05-06","ELEC",235056,"2022-10-25",NA,"GILEAD-KITE SM 4A &AMP; 4B",NA,39.320145,-77.352819,"Ijamsville","MD","Bennett Creek Blvd","21754","Frederick County"
"public","24 hours daily","2023-05-06","ELEC",235057,"2022-10-25",NA,"GILEAD-KITE SM 8A &AMP; 8B",NA,39.319888,-77.352701,"Ijamsville","MD","Bennett Creek Blvd","21754","Frederick County"
"public","24 hours daily","2023-05-06","ELEC",235058,"2022-10-25",NA,"GILEAD-KITE SM 7A &AMP; 7B",NA,39.319954,-77.352733,"Ijamsville","MD","Bennett Creek Blvd","21754","Frederick County"
"public","24 hours daily","2023-05-06","ELEC",235059,"2022-10-25",NA,"GILEAD-KITE SM 5A &AMP; 5B",NA,39.32007,-77.352776,"Ijamsville","MD","Bennett Creek Blvd","21754","Frederick County"
"public","24 hours daily","2023-05-06","ELEC",235060,"2022-10-25",NA,"GILEAD-KITE SM 9A &AMP; 9B",NA,39.319838,-77.352679,"Ijamsville","MD","Bennett Creek Blvd","21754","Frederick County"
"public","24 hours daily","2023-05-06","ELEC",235061,"2022-10-25",NA,"GILEAD-KITE SM 2A &AMP; 2B",NA,39.320278,-77.352904,"Ijamsville","MD","Bennett Creek Blvd","21754","Frederick County"
"public","24 hours daily","2023-05-06","ELEC",235062,"2022-10-25",NA,"GILEAD-KITE SM POST 1A &AMP; 1B",NA,39.320328,-77.352937,"Ijamsville","MD","Bennett Creek Blvd","21754","Frederick County"
"public","24 hours daily","2023-05-06","ELEC",235063,"2022-10-25",NA,"GILEAD-KITE SM 3A &AMP; 3B",NA,39.320195,-77.352851,"Ijamsville","MD","Bennett Creek Blvd","21754","Frederick County"
"public","24 hours daily","2023-05-06","ELEC",235064,"2022-10-25",NA,"GILEAD-KITE SM 6A &AMP; 6B",NA,39.32002,-77.352754,"Ijamsville","MD","Bennett Creek Blvd","21754","Frederick County"
"public","24 hours daily","2023-05-06","ELEC",235080,"2022-10-25",NA,"HOWARD COUNTY LAUREL COM CNT1",NA,39.115837,-76.836953,"North Laurel","MD","North Laurel Community Center","20723","Howard County"
"public","24 hours daily","2023-05-06","ELEC",235081,"2022-10-25",NA,"HOWARD COUNTY LAUREL COM CNT3",NA,39.115891,-76.837012,"North Laurel","MD","North Laurel Community Center","20723","Howard County"
"public","24 hours daily","2023-05-06","ELEC",235082,"2022-10-25",NA,"HOWARD COUNTY LAUREL COM CNT2",NA,39.115841,-76.837017,"North Laurel","MD","North Laurel Community Center","20723","Howard County"
"public","24 hours daily","2023-05-06","ELEC",235122,"2022-10-26",NA,"MC FLEET EDISON PARK 4",NA,39.112883,-77.236402,"Gaithersburg","MD","100 Edison Park Dr","20878","Montgomery County"
"public","24 hours daily","2023-05-06","ELEC",235284,"2022-10-27",NA,"CENTRAL GARAGE DC FAST CHARGER",NA,38.98308,-77.09199,"Bethesda","MD","7301 Waverly St Enter by Hilton Garden Inn","20814","Montgomery County"
"public","24 hours daily","2023-05-06","ELEC",235317,"2022-10-28",NA,"MC FLEET EDISON PARK 5",NA,39.113091,-77.236456,"Gaithersburg","MD","100 Edison Park Dr","20878","Montgomery County"
"public","24 hours daily","2023-05-06","ELEC",235362,"2022-10-28",NA,"RRR AUTOS MONUMENT CHARGE",NA,38.951708,-76.716521,"Bowie","MD","16600 Governor Bridge Rd","20716","Prince George's County"
"public","24 hours daily","2023-05-06","ELEC",235370,"2022-10-28",NA,"POTOMAC EDISON CLEAR SPRING",NA,39.656443,-77.930816,"Clear Spring","MD","122 National Pike","21722","Washington County"
"public","24 hours daily","2023-05-06","ELEC",235379,"2022-10-28",NA,"BGE-Pal Park",NA,38.942471,-76.48455,"Annapolis","MD","1025 Bay Ridge Rd.","21403","Anne Arundel County"
"public",NA,"2023-05-06","ELEC",235932,"2022-09-24",NA,"Fairway Hills Golf Club",NA,39.236255,-76.844189,"Columbia","MD","5100 Columbia Road","21044","Howard County"
"public","24 hours daily","2023-05-06","ELEC",235953,"2022-11-11",NA,"WALDORF TOYOTA TOWER 2",NA,38.637748,-76.898107,"Waldorf","MD","2600 Crain Hwy Waldorf MD 20601","20601","Charles County"
"public","24 hours daily","2023-05-06","ELEC",235961,"2022-11-11",NA,"POTOMAC EDISON MYERSVILLE DC 2",NA,39.493172,-77.566698,"Myersville","MD","3002 Ventrie Ct","21773","Frederick County"
"public","24 hours daily","2023-05-06","ELEC",235962,"2022-11-11",NA,"POTOMAC EDISON MYERSVILLE DC 1",NA,39.493181,-77.566663,"Myersville","MD","3002 Ventrie Ct","21773","Frederick County"
"public","24 hours daily","2023-05-06","ELEC",236106,"2022-11-15",NA,"POTOMAC EDISON MYERSVILLE L2",NA,39.493185,-77.566782,"Myersville","MD","3002 Ventrie Ct","21773","Frederick County"
"public","24 hours daily","2023-05-06","ELEC",236248,"2022-11-17",NA,"BGE - Jacksonville Sr Center",NA,39.513822,-76.554245,"Phoenix","MD","3605 Sweet Air Rd","21131","Baltimore County"
"public","24 hours daily","2023-05-06","ELEC",236249,"2022-11-17",NA,"DPL - Salisbury Lot 13",NA,38.368755,-75.600855,"Salisbury","MD","Lot 13 W Chestnut St","21801","Wicomico County"
"public","24 hours daily","2023-05-05","ELEC",236582,"2022-11-24",NA,"BGE-Brooklyn Park Health",NA,39.215215,-76.622617,"Brooklyn Park","MD","300 Hammonds Ln","21225","Anne Arundel County"
"public","24 hours daily","2023-05-05","ELEC",236763,"2022-11-30",NA,"SMECO - Elite Gymnastics",NA,38.63476,-76.89957,"Waldorf","MD","2475 Old Washington Rd.","20601","Charles County"
"public",NA,"2023-05-06","ELEC",236776,"2020-10-16",NA,"Tucker Road Ice Rink",NA,38.785137,-76.978692,"Fort Washington","MD","177 Tucker Road","20744","Prince George's County"
"public","24 hours daily","2023-05-06","ELEC",236943,"2022-12-02",NA,"Pepco - Brentwood Police Department",NA,38.943757,-76.9561,"Brentwood","MD","4300 39th Place","20722","Prince George's County"
"public",NA,"2023-05-06","ELEC",236978,"2022-10-27",NA,"Sail Cloth Factory",NA,39.286283,-76.627101,"Baltimore","MD","121 S. Fremont Avenue","21201","Baltimore City"
"public","24 hours daily","2023-05-06","ELEC",237073,"2022-12-04",NA,"EASTON TOYOTA CT4K 1",NA,38.732976,-76.069559,"Easton","MD","6730 Ocean Gateway","21601","Talbot County"
"public","24 hours daily","2023-05-06","ELEC",237083,"2022-12-05",NA,"Pepco - Sasscer Administration Building",NA,38.815003,-76.759252,"Marlboro","MD","14201 School Ln","20814","Prince George's County"
"public","24 hours daily","2023-05-06","ELEC",237233,"2022-12-06",NA,"HYUNDAI SVC SERVICE BAY #4",NA,38.630795,-76.90441,"Waldorf","MD","2910 Crain Hwy","20601","Charles County"
"public","24 hours daily","2023-05-06","ELEC",237234,"2022-12-06",NA,"BGE MUD E-Z PASS DCFC3",NA,39.014053,-76.406705,"Annapolis","MD","850 Revell Highway","21409","Anne Arundel County"
"public","24 hours daily","2023-05-06","ELEC",237691,"2022-12-09",NA,"HYUNDAISBY HYU",NA,38.392051,-75.57463,"Salisbury","MD","2015 Ocean Hwy","21801","Wicomico County"
"public","24 hours daily","2023-05-06","ELEC",237750,"2022-12-09",NA,"POHANKA HYUNDAI VW ENTRANCE",NA,38.86637,-76.849911,"Forestville","MD","Ritchie Station Court at Bus Stop #2","20747","Prince George's County"
"public","24 hours daily","2023-05-05","ELEC",237774,"2022-12-09",NA,"BGE - Middle Branch Park",NA,39.253263,-76.616109,"Baltimore","MD","2825 S Hanover St","21225","Baltimore City"
"public","24 hours daily","2023-05-06","ELEC",237784,"2022-12-10",NA,"NATIONAL HARBOR FLEET GARAGE EV",NA,38.784882,-77.014722,"Oxon Hill","MD","150 Potomac Passage","20745","Prince George's County"
"public","24 hours daily","2023-05-06","ELEC",237867,"2022-12-13",NA,"Pepco - Thomas Farm Community Center",NA,39.099443,-77.185306,"Rockville","MD","700 Fallsgrove Dr","20850","Montgomery County"
"public",NA,"2023-05-05","ELEC",238038,"2022-12-13",NA,"Fenwick Apartments",NA,38.882571,-77.117828,"Silver Springs","MD","8616 2nd Ave","20910","Arlington County"
"public","24 hours daily","2023-05-05","ELEC",238156,"2022-12-15",NA,"Pepco - Garage 40 Cordell Ave",NA,38.988143,-77.098624,"Bethesda","MD","4935 Saint Elmo Ave","20814","Montgomery County"
"public",NA,"2023-05-05","ELEC",238288,"2022-12-17",NA,"Miller Brothers Cadillac",NA,39.276107,-76.823373,"Ellicott City","MD","9035 Baltimore National Pike","21042","Howard County"
"public",NA,"2023-05-05","ELEC",238506,"2022-08-15",NA,"Porter Street Garage",NA,39.268595,-76.597763,"Baltimore","MD","1215 East Fort Avenue","21230","Baltimore City"
"public","24 hours daily","2023-01-10","ELEC",238577,"2022-12-18",FALSE,"Bethesda Row Mall Parking Garage - Tesla Supercharger","PARKING_GARAGE",38.98175,-77.0982,"Bethesda","MD","4950 Elm St","20814","Montgomery County"
"public","24 hours daily","2023-05-05","ELEC",238806,"2022-12-27",NA,"DPL - Snow Hill Parking Lot",NA,38.177824,-75.392864,"Snow Hill","MD","E Green St.","21863","Worcester County"
"public","24 hours daily","2023-05-06","ELEC",238830,"2022-12-28",NA,"HYUNDAISBY HYU REAR",NA,38.392051,-75.574909,"Salisbury","MD","2015 N Salisbury Blvd","21801","Wicomico County"
"public","24 hours daily","2023-05-06","ELEC",238834,"2022-12-28",NA,"NATIONAL HARBOR ST. GEORGE",NA,38.783105,-77.014799,"Oxon Hill","MD","251 Mariner Passage","20745","Prince George's County"
"public","24 hours daily","2023-05-05","ELEC",238852,"2022-12-28",NA,"BGE-Arden Park",NA,39.064555,-76.589958,"Crownsville","MD","1104 Sunrise Beach Rd","21032","Anne Arundel County"
"public","24 hours daily","2023-05-05","ELEC",238894,"2022-12-29",NA,"Pepco - Bladensburg Town Hall",NA,38.94255,-76.932819,"Bladensburg","MD","4229 Edmonston Rd.","20710","Prince George's County"
"public","24 hours daily","2023-05-05","ELEC",240728,"2022-12-30",NA,"Pepco - Garage 58",NA,38.992335,-77.030585,"Silver Spring","MD","1315 East-West Hwy","20910","Montgomery County"
"public","24 hours daily","2023-05-05","ELEC",240729,"2022-12-30",NA,"Pepco - Oakcrest Community Center",NA,38.871074,-76.918565,"Capital Heights","MD","1300 Capitol Heights Blvd.","20743","Prince George's County"
"public","24 hours daily","2023-05-05","ELEC",240730,"2022-12-30",NA,"DPL - Wye Mills Park and Ride Lot B",NA,38.939959,-76.063613,"Wye Mills","MD","101 Wye Trading Dr.","21679","Queen Anne's County"
"public","24 hours daily","2023-05-06","ELEC",240847,"2023-01-04",NA,"LYNDWOOD - 1 STATION 1",NA,39.205422,-76.773466,"Elkridge","MD","6095 Marshalee Dr","21075","Howard County"
"public","24 hours daily","2023-02-13","ELEC",241140,"2022-12-23",FALSE,"Panda Express - Tesla Supercharger","SHOPPING_CENTER",38.956171,-76.826008,"Bowie","MD","10400 Martin Luther King Jr Hwy","20720","Prince George's County"
"public",NA,"2023-05-05","ELEC",241187,"2023-01-06",NA,"(NIAID) National Institute of Allergy and infectious Diseases",NA,39.064175,-77.112563,"Rockville","MD","5601 Fishers Lane","20852","Montgomery County"
"public",NA,"2023-05-05","ELEC",241197,"2023-01-06",NA,"White Oak Medical Center Campus - 4th Floor",NA,39.048904,-76.95674,"Silver Springs","MD","12000 Plum Orchard Dr","20904","Montgomery County"
"public",NA,"2023-05-05","ELEC",241198,"2023-01-06",NA,"White Oak Medical Center Campus Parking Garage - 1st floor",NA,39.048707,-76.956663,"Silver Springs","MD","12000 Plum Orchard Dr","20904","Montgomery County"
"public",NA,"2023-05-05","ELEC",241217,"2023-01-06",NA,"Galvan at Twinbrook",NA,39.060001,-77.121076,"Rockville","MD","1801 Chapman Ave","20852","Montgomery County"
"public","24 hours daily","2023-05-06","ELEC",241241,"2023-01-06",NA,"HYUNDAI SVC SERVICE BAY #2",NA,38.63095,-76.90464,"Waldorf","MD","2910 Crain Hwy","20601","Charles County"
"public",NA,"2023-05-05","ELEC",250383,"2023-01-09",NA,"8001 Woodmont Apartments",NA,38.9898679,-77.096218,"Bethesda","MD","8001 Woodmont Ave","20814","Montgomery County"
"public",NA,"2023-05-05","ELEC",250412,"2023-01-09",NA,"Public Parking Lot",NA,39.104169,-76.844478,"Laurel","MD","312 Main Street","20707","Prince George's County"
"public","24 hours daily","2023-05-05","ELEC",250446,"2023-01-09",NA,"DPL - Stevensville Park and Ride",NA,38.977805,-76.321074,"Stevensville","MD","111 Thompson Creek Rd.","21666","Queen Anne's County"
"public","24 hours daily","2023-05-06","ELEC",250518,"2023-01-11",NA,"BGE-Whitmore Garage",NA,38.979374,-76.496327,"Annapolis","MD","37 Clay St","21401","Anne Arundel County"
"public","24 hours daily","2023-05-06","ELEC",250808,"2023-01-17",NA,"BGE - Carroll Park",NA,39.278219,-76.640777,"Baltimore","MD","1515 Washington Blvd","21230","Baltimore City"
"public",NA,"2022-10-06","ELEC",250885,"2021-12-10",NA,"Luxury Boutique Hotel - Tesla Destination",NA,38.9784295,-76.4862319,"Annapolis","MD","134 134 Prince George Street","21401","Anne Arundel County"
"public",NA,"2022-10-06","ELEC",250910,"2022-03-29",NA,"Rod 'N' Reel Resort - Tesla Destination",NA,38.690484,-76.5335407,"Chesapeake Beach","MD","4160 Mears Ave","20732","Calvert County"
"public","24 hours daily","2023-05-05","ELEC",251122,"2023-01-19",NA,"BGE - BWI Express Lot",NA,39.188975,-76.678329,"Linthicum Heights","MD","741 Scott Dr.","21090","Anne Arundel County"
"private","Contact station for hours of availability","2023-02-13","ELEC",251274,"2022-12-21",NA,"Under Armour Baltimore Penninsula","OFFICE_BLDG",39.2575435,-76.6090285,"Baltimore","MD","2701 Port Covington Dr","21230","Baltimore City"
"private","Contact station for hours of availability","2023-02-13","ELEC",251342,"2022-10-11",NA,"Mountainside - Teleport","OTHER",39.599098,-77.7591319,"Hagerstown","MD","17625 Technology Blvd","21740","Washington County"
"private","Contact station for hours of availability","2023-02-13","ELEC",251542,"2022-11-07",NA,"Garden Plaza","OFFICE_BLDG",38.9863439,-77.0979495,"Bethesda","MD","7700 Old Georgetown Rd","20814","Montgomery County"
"public",NA,"2023-05-05","ELEC",251756,"2023-01-25",NA,"Heritage Subaru Catonsville",NA,39.288636,-76.768253,"Baltimore","MD","6624 Baltimore National Pike","21228","Baltimore County"
"public","24 hours daily","2023-05-06","ELEC",251809,"2023-01-25",NA,"BGE MUD CEDAR RUN 1",NA,39.286769,-76.723228,"Catonsville","MD","493 Misty Wood Way","21228","Baltimore County"
"public","24 hours daily","2023-05-06","ELEC",251848,"2023-01-25",NA,"BGE MUD E-ZPASS DCFC 2",NA,39.01354,-76.40682,"Annapolis","MD","850 Revell Highway","21409","Anne Arundel County"
"public","24 hours daily","2023-05-06","ELEC",251849,"2023-01-25",NA,"BGE MUD E-ZPASS DCFC 1",NA,39.013805,-76.406702,"Annapolis","MD","850 Revell Highway","21409","Anne Arundel County"
"public","24 hours daily","2023-05-06","ELEC",251854,"2023-01-25",NA,"MD HOD STATION 3",NA,38.980459,-76.492619,"Annapolis","MD","6 Bladen St","21401","Anne Arundel County"
"public","24 hours daily","2023-05-06","ELEC",251856,"2023-01-25",NA,"BGE MUD CHARLEYTOWN 2",NA,39.459072,-76.82411,"Reisterstown","MD","410 Chartley Park Rd","21136","Baltimore County"
"public","24 hours daily","2023-05-06","ELEC",251857,"2023-01-25",NA,"BGE MUD CHARLEYTOWN 1",NA,39.45913,-76.82411,"Reisterstown","MD","410 Chartley Park Rd","21136","Baltimore County"
"public","24 hours daily","2023-05-06","ELEC",252016,"2023-01-25",NA,"BGE MUD CEDAR RUN 2",NA,39.28711,-76.7232,"Catonsville","MD","493 Misty Wood Way","21228","Baltimore County"
"public","24 hours daily","2023-05-06","ELEC",252029,"2023-01-25",NA,"POTOMAC EDISON CATOCTIN FURNAC",NA,39.581157,-77.434425,"Thurmont","MD","12698 Catoctin Furnace Rd","21788","Frederick County"
"public","24 hours daily","2023-05-05","ELEC",252194,"2023-01-26",NA,"BGE-Bowie State",NA,39.018355,-76.759818,"Bowie","MD","14000 Jericho Park Rd","20715","Prince George's County"
"public","24 hours daily","2023-05-06","ELEC",252604,"2023-01-27",NA,"BGE - Glen Burnie DC",NA,39.162831,-76.622982,"Glen Burnie","MD","7500 Ritchie Hwy","21061","Anne Arundel County"
"public",NA,"2023-05-05","ELEC",252622,"2023-01-28",NA,"Whole Foods - Central Ave MD",NA,39.282715,-76.598431,"Baltimore","MD","711 S Central Ave","21202","Baltimore City"
"public","24 hours daily","2023-05-06","ELEC",252828,"2023-02-01",NA,"IKEA USA BALTIMORE-DC 2",NA,39.37485,-76.462212,"Nottingham","MD","8352 Honeygo Blvd","21236","Baltimore County"
"public","24 hours daily","2023-05-06","ELEC",252829,"2023-02-01",NA,"IKEA USA BALTIMORE-DC 4",NA,39.374872,-76.462194,"Nottingham","MD","8352 Honeygo Blvd","21236","Baltimore County"
"public","24 hours daily","2023-05-06","ELEC",252833,"2023-02-01",NA,"IKEA USA BALTIMORE-DC 1",NA,39.375324,-76.462851,"Nottingham","MD","8352 Honeygo Blvd","21236","Baltimore County"
"public","24 hours daily","2023-05-06","ELEC",252837,"2023-02-01",NA,"IKEA USA BALTIMORE-DC 3",NA,39.375314,-76.462898,"Nottingham","MD","8352 Honeygo Blvd","21236","Baltimore County"
"public","24 hours daily","2023-05-06","ELEC",252839,"2023-02-01",NA,"IKEA USA COLLEGE PARK 4",NA,39.020366,-76.928134,"College Park","MD","10100 IKEA Way","20740","Prince George's County"
"public","24 hours daily","2023-05-06","ELEC",252840,"2023-02-01",NA,"IKEA USA COLLEGE PARK 3",NA,39.020404,-76.928106,"College Park","MD","10100 IKEA Way","20740","Prince George's County"
"public","24 hours daily","2023-05-06","ELEC",252841,"2023-02-01",NA,"IKEA USA COLLEGE PARK 2",NA,39.020425,-76.928023,"College Park","MD","10100 IKEA Way","20740","Prince George's County"
"public","24 hours daily","2023-05-06","ELEC",252915,"2023-02-01",NA,"IKEA USA COLLEGE PARK 5",NA,39.020676,-76.928835,"College Park","MD","10100 Baltimore Ave","20740","Prince George's County"
"public","24 hours daily","2023-05-06","ELEC",252916,"2023-02-01",NA,"IKEA USA COLLEGE PARK 1",NA,39.021242,-76.928186,"College Park","MD","10100 Baltimore Ave","20740","Prince George's County"
"public","24 hours daily","2023-05-06","ELEC",253022,"2023-02-02",NA,"BGE MUD TRELLIS 2",NA,39.477213,-76.652965,"Cockeysville","MD","10710 Beaver Dam Rd","21030","Baltimore County"
"public","24 hours daily","2023-05-05","ELEC",253044,"2023-02-02",NA,"BGE - Pennsylvania Ave",NA,39.30425,-76.635673,"Baltimore","MD","1700 Pennsylvania Ave","21217","Baltimore City"
"public","24 hours daily","2023-05-05","ELEC",253355,"2023-02-03",NA,"Pepco - Berwyn Heights Police",NA,38.993495,-76.921468,"Berwyn Heights","MD","5411 Berwyn Rd.","20740","Prince George's County"
"public","24 hours daily","2023-05-06","ELEC",253407,"2023-02-07",NA,"HHC COLUMBIA 1MW-1AFL",NA,39.210605,-76.866148,"Columbia","MD","10970 Grantchester Wy","21044","Howard County"
"public","24 hours daily","2023-05-06","ELEC",253408,"2023-02-07",NA,"HHC COLUMBIA 1MW - 1FL",NA,39.210605,-76.866105,"Columbia","MD","10970 Grantchester Way","21044","Howard County"
"public","24 hours daily","2023-05-06","ELEC",253410,"2023-02-07",NA,"HHC COLUMBIA 1MW-4FL",NA,39.21058,-76.866148,"Columbia","MD","10970 Grantchester Wy","21044","Howard County"
"public","24 hours daily","2023-05-06","ELEC",253411,"2023-02-07",NA,"HHC COLUMBIA 1MW-3FL",NA,39.210563,-76.866169,"Columbia","MD","10970 Grantchester Wy","21044","Howard County"
"public","24 hours daily","2023-05-06","ELEC",253412,"2023-02-07",NA,"HHC COLUMBIA 1MW-2FL",NA,39.210572,-76.866148,"Columbia","MD","10970 Grantchester Wy","21044","Howard County"
"public","24 hours daily","2023-05-06","ELEC",253444,"2023-02-07",NA,"SMECO - Edward T Hall Aquatic Center",NA,38.561791,-76.604672,"Prince Frederick","MD","130 Auto Drive","20678","Calvert County"
"public","24 hours daily","2023-05-05","ELEC",253445,"2023-02-07",NA,"SMECO - Regency Furniture Stadium",NA,38.562914,-76.904098,"Waldorf","MD","11765 St Linus Drive","20601","Charles County"
"public","Mon 5:00am - 10:59pm; Tue 5:00am - 10:59pm; Wed 5:00am - 10:59pm; Thu 5:00am - 10:59pm; Fri 5:00am - 10:59pm; Sat 5:00am - 10:59pm; Sun 5:00am - 10:59pm","2023-05-06","ELEC",253514,"2023-02-08",NA,"The Gallery at Harborplace",NA,39.287278,-76.611472,"Baltimore","MD","111 South Calvert Street","21202","Baltimore City"
